Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
5000.0,2018-06-18,Credit card refinancing,,11.55%,334xx,FL,< 1 year,0.0
5000.0,2018-05-12,Debt consolidation,,32.68%,540xx,WI,< 1 year,0.0
40000.0,2018-10-01,Other,,100%,928xx,CA,< 1 year,0.0
20000.0,2018-02-01,Debt consolidation,,285.7%,761xx,TX,< 1 year,0.0
11000.0,2018-11-28,Other,,40.9%,327xx,FL,< 1 year,0.0
20000.0,2018-06-30,Other,,43466.67%,330xx,FL,< 1 year,0.0
25000.0,2018-12-24,Credit card refinancing,,9.47%,347xx,FL,< 1 year,0.0
40000.0,2017-06-23,Debt consolidation,773.0,5.88%,238xx,VA,,0.0
5100.0,2017-11-29,Car financing,636.0,10.87%,023xx,MA,< 1 year,0.0
25000.0,2017-11-01,Debt consolidation,,100%,606xx,IL,< 1 year,0.0
5000.0,2018-09-07,Business,,7.31%,070xx,NJ,< 1 year,0.0
10000.0,2018-08-01,Other,,0%,104xx,NY,< 1 year,0.0
38000.0,2016-09-19,debt_consolidation,,0%,481xx,MI,< 1 year,0.0
6000.0,2016-02-12,Debt consolidation,645.0,46.81%,441xx,OH,,0.0
2500.0,2018-12-24,Other,,0.88%,495xx,MI,< 1 year,0.0
15000.0,2016-07-18,credit_card,,18.04%,631xx,MO,5 years,0.0
10000.0,2017-08-24,debt_consolidation,705.0,41.89%,123xx,NY,5 years,0.0
5000.0,2014-08-07,small_business,,-1%,954xx,CA,< 1 year,0.0
13000.0,2015-10-29,debt_consolidation,,16.02%,411xx,KY,,0.0
4000.0,2013-06-05,vacation,724.0,35.07%,968xx,HI,< 1 year,0.0
13950.0,2018-08-04,Car financing,,100%,726xx,AR,< 1 year,0.0
5000.0,2015-04-20,home_improvement,,19.94%,381xx,TN,< 1 year,0.0
35000.0,2015-04-03,credit_card,,51.62%,547xx,WI,< 1 year,0.0
1000.0,2017-10-10,Other,613.0,15.06%,630xx,MO,< 1 year,0.0
10000.0,2017-06-03,Home improvement,706.0,18.95%,758xx,TX,< 1 year,0.0
2500.0,2013-08-22,debt_consolidation,646.0,27.6%,234xx,VA,< 1 year,0.0
21000.0,2017-10-18,other,,17.17%,234xx,VA,5 years,0.0
30000.0,2016-05-07,debt_consolidation,,10.77%,601xx,IL,5 years,0.0
1200.0,2017-07-22,Car financing,583.0,9.65%,794xx,TX,< 1 year,0.0
20000.0,2018-05-07,Credit card refinancing,,72.69%,070xx,NJ,< 1 year,0.0
18500.0,2017-08-22,credit_card,,-1%,713xx,LA,< 1 year,0.0
10000.0,2015-04-15,debt_consolidation,,19.49%,917xx,CA,< 1 year,0.0
5000.0,2017-04-21,credit_card,,74.81%,773xx,TX,5 years,0.0
2000.0,2018-10-12,Other,,10.2%,704xx,LA,< 1 year,0.0
10000.0,2018-11-20,Debt consolidation,,100%,774xx,TX,< 1 year,0.0
35000.0,2017-01-26,debt_consolidation,,-1%,986xx,WA,< 1 year,0.0
1500.0,2018-10-11,Debt consolidation,,100%,770xx,TX,< 1 year,0.0
15000.0,2014-11-10,home_improvement,564.0,2.87%,161xx,PA,< 1 year,0.0
20000.0,2013-04-01,My Loan,697.0,23.38%,902xx,CA,3 years,0.0
20000.0,2015-04-28,credit_card,,23.29%,494xx,MI,< 1 year,0.0
15000.0,2018-09-21,Debt consolidation,,22.57%,206xx,MD,10+ years,0.0
10000.0,2018-06-15,Credit card refinancing,,22.4%,278xx,NC,< 1 year,0.0
15000.0,2018-03-13,Major purchase,,18.1%,916xx,CA,< 1 year,0.0
10000.0,2018-08-09,Credit card refinancing,,30.71%,620xx,IL,< 1 year,0.0
9500.0,2016-11-17,car,,0%,271xx,NC,5 years,0.0
22000.0,2012-12-09,debt_consolidation,690.0,44.02%,935xx,CA,< 1 year,0.0
20000.0,2017-12-28,Business,697.0,21.21%,934xx,CA,,0.0
1000.0,2018-11-15,Debt consolidation,707.0,100%,183xx,PA,< 1 year,0.0
12000.0,2015-04-23,credit_card,,29.65%,776xx,TX,< 1 year,0.0
10000.0,2018-02-27,Other,,0%,378xx,TN,< 1 year,0.0
5050.0,2017-03-07,credit_card,,-1%,113xx,NY,5 years,0.0
5000.0,2016-10-03,debt_consolidation,,42.05%,752xx,TX,< 1 year,0.0
35000.0,2014-12-03,debt_consolidation,675.0,0.97%,782xx,TX,5 years,0.0
7000.0,2017-08-31,home_improvement,,21.82%,775xx,TX,< 1 year,0.0
3000.0,2018-05-16,Credit card refinancing,,4.95%,420xx,KY,< 1 year,0.0
40000.0,2016-08-15,debt_consolidation,,38.59%,136xx,NY,< 1 year,0.0
40000.0,2016-04-29,debt_consolidation,,66.6%,281xx,NC,< 1 year,0.0
10000.0,2018-11-25,Debt consolidation,,100%,850xx,AZ,< 1 year,0.0
10000.0,2018-09-17,Credit card refinancing,,13.82%,791xx,TX,< 1 year,0.0
4000.0,2015-10-05,debt_consolidation,,14.77%,980xx,WA,< 1 year,0.0
2000.0,2018-04-11,Medical expenses,,39.87%,780xx,TX,< 1 year,0.0
20000.0,2016-12-16,Debt consolidation,680.0,0.35%,342xx,FL,,0.0
7000.0,2017-02-13,Debt consolidation,673.0,15.71%,932xx,CA,10+ years,0.0
40000.0,2018-08-31,Credit card refinancing,,61.2%,349xx,FL,< 1 year,0.0
7000.0,2015-06-14,debt_consolidation,,19.07%,982xx,WA,< 1 year,0.0
18000.0,2013-03-27,debt_consolidation,700.0,39.78%,364xx,AL,< 1 year,0.0
3000.0,2016-10-10,small_business,,2.8%,902xx,CA,5 years,0.0
2500.0,2018-02-05,Debt consolidation,,10.8%,226xx,VA,< 1 year,0.0
4000.0,2018-08-24,Other,,0.17%,481xx,MI,< 1 year,0.0
15000.0,2018-06-11,Debt consolidation,,11.46%,338xx,FL,< 1 year,0.0
30000.0,2018-11-13,Credit card refinancing,,100%,923xx,CA,< 1 year,0.0
20000.0,2015-01-30,debt_consolidation,610.0,42%,875xx,NM,< 1 year,0.0
20000.0,2018-04-20,Debt consolidation,,14.14%,060xx,CT,< 1 year,0.0
1000.0,2017-12-15,Car financing,573.0,16.05%,840xx,UT,< 1 year,0.0
3000.0,2018-05-16,Other,619.0,15.93%,990xx,WA,< 1 year,0.0
15000.0,2017-04-15,Credit card refinancing,,100%,349xx,FL,< 1 year,0.0
20000.0,2018-06-04,Major purchase,,20.34%,870xx,NM,< 1 year,0.0
8000.0,2017-04-25,home_improvement,,55.4%,633xx,MO,5 years,0.0
3000.0,2018-11-06,Debt consolidation,,44.09%,544xx,WI,,0.0
15000.0,2016-07-25,debt_consolidation,,42.49%,761xx,TX,< 1 year,0.0
40850.0,2017-10-28,Car financing,625.0,100%,926xx,CA,< 1 year,0.0
6000.0,2017-06-28,other,,15.72%,403xx,KY,5 years,0.0
30000.0,2016-06-08,small_business,,11.44%,015xx,MA,< 1 year,0.0
10000.0,2016-01-03,debt_consolidation,,15.24%,338xx,FL,5 years,0.0
15000.0,2017-11-21,Debt consolidation,650.0,37.76%,980xx,WA,< 1 year,0.0
15000.0,2017-09-13,Debt consolidation,672.0,11.76%,585xx,ND,< 1 year,0.0
25000.0,2018-05-27,Credit card refinancing,,27.34%,551xx,MN,< 1 year,0.0
20000.0,2018-10-30,Debt consolidation,,20.02%,114xx,NY,< 1 year,0.0
2000.0,2018-09-21,Credit card refinancing,,4.03%,104xx,NY,< 1 year,0.0
20000.0,2016-03-29,debt_consolidation,,29.79%,463xx,IN,< 1 year,0.0
2500.0,2018-06-13,Other,,2.8%,190xx,PA,5 years,0.0
1000.0,2018-03-20,Debt consolidation,,28%,301xx,GA,< 1 year,0.0
8000.0,2018-05-21,Debt consolidation,,24.97%,801xx,CO,1 year,0.0
5000.0,2018-10-21,Debt consolidation,,26.74%,774xx,TX,< 1 year,0.0
10000.0,2018-11-06,Credit card refinancing,,4.21%,680xx,NE,< 1 year,0.0
30000.0,2018-03-06,Debt consolidation,,24.95%,853xx,AZ,< 1 year,0.0
1000.0,2018-12-05,Other,,30.37%,104xx,NY,< 1 year,0.0
12000.0,2018-08-08,Other,,12.62%,532xx,WI,< 1 year,0.0
36000.0,2018-05-06,Home buying,,12.56%,770xx,TX,10+ years,0.0
6000.0,2018-07-01,Credit card refinancing,,16.74%,129xx,NY,< 1 year,0.0
20000.0,2015-04-28,debt_consolidation,,28.21%,604xx,IL,< 1 year,0.0
5000.0,2014-12-31,credit_card,616.0,14.03%,071xx,NJ,< 1 year,0.0
15000.0,2017-03-19,credit_card,,28.65%,481xx,MI,5 years,0.0
35000.0,2015-01-19,debt_consolidation,604.0,13.65%,995xx,AK,< 1 year,0.0
1000.0,2018-10-31,Other,,1.51%,335xx,FL,< 1 year,0.0
25000.0,2017-07-31,debt_consolidation,,64.83%,171xx,PA,5 years,0.0
20000.0,2018-01-11,Debt consolidation,692.0,22.03%,924xx,CA,< 1 year,0.0
1000.0,2017-12-11,Other,743.0,1.39%,247xx,WV,< 1 year,0.0
6000.0,2014-03-23,Debt consolidation,663.0,4.15%,928xx,CA,,0.0
10000.0,2014-12-12,credit_card,683.0,37.36%,076xx,NJ,< 1 year,0.0
17500.0,2018-06-10,Credit card refinancing,,39.52%,655xx,MO,< 1 year,0.0
10000.0,2018-04-24,Credit card refinancing,,100%,761xx,TX,< 1 year,0.0
5000.0,2012-08-07,other,459.0,0%,207xx,MD,< 1 year,0.0
5000.0,2015-06-16,debt_consolidation,,6.26%,895xx,NV,< 1 year,0.0
16000.0,2018-09-24,Debt consolidation,,17.52%,717xx,AR,< 1 year,0.0
25000.0,2017-10-30,Debt consolidation,,100%,144xx,NY,< 1 year,0.0
1000.0,2017-01-30,other,,9.84%,077xx,NJ,5 years,0.0
5000.0,2016-12-10,other,,0.83%,112xx,NY,5 years,0.0
5000.0,2017-12-18,Debt consolidation,601.0,25.68%,984xx,WA,< 1 year,0.0
10000.0,2018-10-24,Debt consolidation,,5.42%,553xx,MN,< 1 year,0.0
4500.0,2017-04-04,debt_consolidation,,6.66%,495xx,MI,5 years,0.0
4500.0,2016-12-26,other,,7.7%,440xx,OH,< 1 year,0.0
5000.0,2018-12-23,Debt consolidation,,49.75%,759xx,TX,5 years,0.0
14000.0,2018-10-03,Credit card refinancing,,7.75%,462xx,IN,< 1 year,0.0
3000.0,2018-04-20,Car financing,,19.39%,935xx,CA,< 1 year,0.0
5000.0,2017-06-07,Home improvement,748.0,41.23%,610xx,IL,< 1 year,0.0
1000.0,2016-05-01,other,,10.27%,923xx,CA,< 1 year,0.0
6000.0,2018-05-24,Credit card refinancing,,1.38%,276xx,NC,< 1 year,0.0
7000.0,2016-03-16,credit_card,,12.59%,941xx,CA,< 1 year,0.0
3000.0,2014-07-21,car,560.0,2.4%,776xx,TX,< 1 year,0.0
1800.0,2018-03-13,Other,,100%,347xx,FL,< 1 year,0.0
10000.0,2018-07-08,Credit card refinancing,,13.1%,114xx,NY,< 1 year,0.0
40000.0,2017-05-31,Debt consolidation,668.0,13.82%,774xx,TX,< 1 year,0.0
30000.0,2018-06-24,Debt consolidation,,25.9%,144xx,NY,< 1 year,0.0
40000.0,2018-12-19,Major purchase,,8.16%,056xx,VT,< 1 year,0.0
40000.0,2016-06-26,house,,24.68%,823xx,FL,< 1 year,0.0
25000.0,2016-07-07,medical,,14.67%,652xx,MO,< 1 year,0.0
3000.0,2017-03-25,Credit card refinancing,610.0,19.45%,338xx,FL,< 1 year,0.0
1000.0,2018-05-02,Home improvement,,295.32%,451xx,OH,< 1 year,0.0
10000.0,2016-08-18,debt_consolidation,,50.17%,356xx,AL,< 1 year,0.0
2000.0,2015-08-18,car,,-1%,478xx,IN,< 1 year,0.0
2000.0,2014-12-30,renewable_energy,607.0,1.8%,740xx,OK,< 1 year,0.0
10000.0,2016-03-31,debt_consolidation,,-1%,752xx,TX,5 years,0.0
6000.0,2014-12-08,other,721.0,6.62%,750xx,TX,< 1 year,0.0
19825.0,2018-09-25,Car financing,,100%,285xx,NC,2 years,0.0
4000.0,2018-11-20,Vacation,,100%,926xx,CA,< 1 year,0.0
5000.0,2018-10-18,Credit card refinancing,,7.31%,294xx,SC,< 1 year,0.0
34000.0,2015-09-07,debt_consolidation,,3.52%,037xx,NH,5 years,0.0
35000.0,2017-03-29,debt_consolidation,,25.63%,366xx,AL,5 years,0.0
25000.0,2015-10-12,debt_consolidation,,20.78%,020xx,MA,< 1 year,0.0
19000.0,2018-02-06,Home improvement,,21.56%,762xx,TX,< 1 year,0.0
15000.0,2018-08-22,Debt consolidation,,453.47%,784xx,TX,< 1 year,0.0
3000.0,2015-01-07,debt_consolidation,647.0,36.46%,639xx,MO,< 1 year,0.0
1500.0,2016-12-08,Debt consolidation,614.0,18.39%,434xx,OH,< 1 year,0.0
4000.0,2018-02-04,Car financing,,88%,711xx,LA,< 1 year,0.0
15000.0,2018-09-12,Debt consolidation,,59.63%,278xx,NC,< 1 year,0.0
34000.0,2018-03-08,Debt consolidation,,21.8%,608xx,IL,< 1 year,0.0
7000.0,2015-06-26,debt_consolidation,,12.63%,928xx,CA,< 1 year,0.0
25000.0,2018-07-02,Credit card refinancing,,6.25%,601xx,IL,< 1 year,0.0
10000.0,2018-05-12,Debt consolidation,,1.17%,840xx,UT,< 1 year,0.0
1000.0,2016-06-23,other,,23.26%,532xx,WI,< 1 year,0.0
25000.0,2017-05-30,Debt consolidation,596.0,36.76%,932xx,CA,< 1 year,0.0
1000.0,2014-07-01,major_purchase,,-1%,385xx,TN,< 1 year,0.0
9000.0,2018-07-18,Medical expenses,,360.65%,128xx,NY,< 1 year,0.0
5000.0,2017-04-19,other,,11.96%,164xx,PA,< 1 year,0.0
3000.0,2018-02-06,Credit card refinancing,,15.12%,322xx,FL,< 1 year,0.0
5000.0,2016-08-12,debt_consolidation,,0%,080xx,NJ,< 1 year,0.0
22000.0,2016-12-12,Credit card refinancing,640.0,39.93%,309xx,GA,< 1 year,0.0
25000.0,2015-11-15,debt_consolidation,,26.09%,201xx,VA,< 1 year,0.0
10000.0,2016-12-07,debt_consolidation,,-1%,212xx,MD,,0.0
5000.0,2016-08-25,medical,,28.87%,986xx,WA,< 1 year,0.0
15000.0,2017-11-30,Debt consolidation,620.0,43.71%,832xx,ID,< 1 year,0.0
4000.0,2015-09-14,credit_card,,13.11%,025xx,MA,< 1 year,0.0
8000.0,2016-05-09,debt_consolidation,,18.2%,984xx,WA,< 1 year,0.0
10000.0,2018-02-14,Other,,10.95%,700xx,LA,< 1 year,0.0
7500.0,2018-06-24,Credit card refinancing,,8.04%,184xx,PA,< 1 year,0.0
35000.0,2017-11-14,Debt consolidation,646.0,16.93%,440xx,OH,< 1 year,0.0
1000.0,2015-07-03,debt_consolidation,,8.33%,212xx,MD,< 1 year,0.0
10000.0,2016-12-15,other,,64%,169xx,PA,5 years,0.0
5000.0,2016-03-18,major_purchase,,0%,662xx,KS,< 1 year,0.0
2000.0,2016-09-27,Medical expenses,501.0,36.42%,371xx,TN,< 1 year,0.0
7000.0,2016-03-04,debt_consolidation,652.0,23.92%,980xx,WA,< 1 year,0.0
1200.0,2018-11-02,Moving and relocation,,1.18%,631xx,MO,< 1 year,0.0
30000.0,2018-12-15,Other,,28.73%,713xx,LA,< 1 year,0.0
2000.0,2015-05-23,major_purchase,,9.04%,959xx,CA,< 1 year,0.0
6000.0,2016-02-19,major_purchase,,12.03%,835xx,ID,< 1 year,0.0
21000.0,2018-01-04,Debt consolidation,660.0,20.31%,189xx,PA,< 1 year,0.0
10000.0,2014-12-30,credit_card,629.0,52.16%,447xx,OH,< 1 year,0.0
12000.0,2015-04-05,debt_consolidation,,35.2%,496xx,MI,< 1 year,0.0
15000.0,2017-12-26,Credit card refinancing,586.0,44.9%,550xx,MN,< 1 year,0.0
35000.0,2015-04-08,Debt consolidation,,7.9%,450xx,OH,,0.0
6000.0,2017-10-01,Debt consolidation,608.0,11.28%,120xx,NY,< 1 year,0.0
7000.0,2018-12-29,Debt consolidation,,3.03%,107xx,NY,< 1 year,0.0
1500.0,2014-10-14,car,505.0,396.6%,917xx,CA,< 1 year,0.0
4000.0,2016-06-15,debt_consolidation,,27.69%,328xx,FL,< 1 year,0.0
2000.0,2017-08-14,Vacation,539.0,0%,301xx,GA,< 1 year,0.0
1000.0,2016-03-21,other,,2%,100xx,NY,< 1 year,0.0
5000.0,2017-10-06,Debt consolidation,527.0,5.16%,109xx,NY,< 1 year,0.0
22000.0,2017-03-09,Home improvement,710.0,63.74%,980xx,WA,< 1 year,0.0
2500.0,2018-11-26,Other,,35.95%,294xx,SC,5 years,0.0
3000.0,2018-08-14,Other,699.0,10.43%,046xx,ME,< 1 year,0.0
1500.0,2013-05-22,other,,-1%,257xx,WV,< 1 year,0.0
35000.0,2017-10-25,Debt consolidation,562.0,22.79%,631xx,MO,< 1 year,0.0
10000.0,2017-01-24,Debt consolidation,639.0,42.94%,800xx,CO,< 1 year,0.0
5000.0,2018-12-24,Other,,15.34%,018xx,MA,10+ years,0.0
2000.0,2014-07-15,vacation,653.0,19.65%,242xx,VA,< 1 year,0.0
1000.0,2017-07-20,Moving and relocation,719.0,23.54%,843xx,UT,< 1 year,0.0
25000.0,2017-04-08,home_improvement,,25.88%,945xx,CA,5 years,0.0
2000.0,2018-10-09,Debt consolidation,,4.64%,880xx,NM,< 1 year,0.0
7500.0,2018-12-22,Other,,3.14%,755xx,TX,,0.0
15000.0,2016-11-06,other,,14.19%,243xx,VA,< 1 year,0.0
10000.0,2018-05-16,Debt consolidation,,25.44%,601xx,IL,10+ years,0.0
20225.0,2018-10-26,Car financing,,23.52%,217xx,MD,< 1 year,0.0
35000.0,2017-10-31,Debt consolidation,652.0,33.81%,124xx,NY,< 1 year,0.0
15000.0,2018-06-12,Debt consolidation,,43.07%,891xx,NV,< 1 year,0.0
11500.0,2018-11-28,Debt consolidation,,31.7%,066xx,CT,< 1 year,0.0
5000.0,2017-08-24,Credit card refinancing,636.0,135.85%,836xx,ID,< 1 year,0.0
10000.0,2018-03-09,Credit card refinancing,,58.2%,109xx,NY,< 1 year,0.0
25000.0,2017-03-02,credit_card,,20.38%,691xx,NE,5 years,0.0
10000.0,2017-07-08,Debt consolidation,667.0,18.75%,900xx,CA,< 1 year,0.0
15000.0,2018-11-20,Car financing,,19.35%,770xx,TX,< 1 year,0.0
15800.0,2015-07-26,Other,,10.6%,330xx,FL,3 years,0.0
30000.0,2015-07-29,house,,20.72%,774xx,TX,< 1 year,0.0
6000.0,2016-09-21,Debt consolidation,638.0,1.42%,656xx,MO,< 1 year,0.0
28100.0,2018-06-01,Car financing,,100%,080xx,NJ,6 years,0.0
19000.0,2018-12-20,Car financing,,14.28%,773xx,TX,< 1 year,0.0
8500.0,2017-04-11,debt_consolidation,,12%,600xx,IL,< 1 year,0.0
5000.0,2017-03-25,Debt consolidation,603.0,13.22%,330xx,FL,< 1 year,0.0
20000.0,2018-02-09,Debt consolidation,,51.41%,606xx,IL,< 1 year,0.0
3000.0,2014-11-22,debt_consolidation,571.0,26.55%,662xx,KS,< 1 year,0.0
3000.0,2018-10-26,Other,,13.64%,925xx,CA,,0.0
3500.0,2016-10-22,debt_consolidation,,90.44%,981xx,WA,< 1 year,0.0
14000.0,2017-11-08,Credit card refinancing,645.0,34.64%,802xx,CO,< 1 year,0.0
5000.0,2016-08-29,major_purchase,,3.75%,708xx,LA,< 1 year,0.0
7000.0,2015-11-20,debt_consolidation,,13.35%,475xx,IN,< 1 year,0.0
20000.0,2017-10-31,Debt consolidation,,100%,740xx,OK,< 1 year,0.0
1500.0,2018-11-30,Other,,25.45%,852xx,AZ,< 1 year,0.0
20000.0,2017-04-04,house,,1.5%,763xx,TX,,0.0
5000.0,2018-05-02,Other,,0%,292xx,SC,< 1 year,0.0
1000.0,2013-10-11,medical,590.0,11.1%,150xx,PA,< 1 year,0.0
5000.0,2018-09-06,Other,,0%,917xx,CA,< 1 year,0.0
8000.0,2018-12-12,Debt consolidation,,33.76%,750xx,TX,< 1 year,0.0
5000.0,2018-10-30,Medical expenses,,18.6%,630xx,MO,< 1 year,0.0
12000.0,2017-12-29,Debt consolidation,666.0,28.17%,900xx,CA,< 1 year,0.0
35000.0,2014-07-14,Debt consolidation,649.0,19.27%,841xx,UT,7 years,0.0
10000.0,2017-12-27,Debt consolidation,598.0,22.72%,112xx,NY,< 1 year,0.0
5000.0,2018-03-06,Credit card refinancing,,20.79%,140xx,NY,< 1 year,0.0
3000.0,2018-08-13,Other,,100%,186xx,PA,< 1 year,0.0
1000.0,2018-04-03,Debt consolidation,,100%,434xx,OH,< 1 year,0.0
5000.0,2018-08-29,Car financing,562.0,0%,919xx,CA,< 1 year,0.0
20500.0,2018-09-22,Debt consolidation,,18.51%,301xx,GA,< 1 year,0.0
22000.0,2009-11-01, ,720.0,29.99%,480xx,MI,10+ years,0.0
15000.0,2018-05-02,Home buying,,22.39%,194xx,PA,< 1 year,0.0
40000.0,2018-10-24,Debt consolidation,,26.41%,933xx,CA,< 1 year,0.0
8000.0,2017-08-31,debt_consolidation,,68.24%,201xx,VA,5 years,0.0
30000.0,2016-04-28,debt_consolidation,,32.05%,721xx,AR,< 1 year,0.0
2500.0,2017-12-02,Other,730.0,10.07%,601xx,IL,10+ years,0.0
10000.0,2016-09-16,Debt consolidation,589.0,21.52%,585xx,ND,< 1 year,0.0
2500.0,2018-12-10,Car financing,,39.03%,366xx,AL,,0.0
5000.0,2016-09-01,credit_card,659.0,35.98%,492xx,MI,< 1 year,0.0
15000.0,2018-02-23,Credit card refinancing,,13.94%,750xx,TX,< 1 year,0.0
30000.0,2018-06-14,Debt consolidation,,10.13%,385xx,TN,< 1 year,0.0
6500.0,2015-03-19,debt_consolidation,,38.42%,782xx,TX,< 1 year,0.0
10000.0,2017-01-18,debt_consolidation,,21.8%,293xx,SC,,0.0
1700.0,2018-10-27,Car financing,,776%,393xx,MS,< 1 year,0.0
5000.0,2016-10-03,Debt consolidation,575.0,6%,104xx,NY,< 1 year,0.0
5000.0,2017-11-20,Credit card refinancing,643.0,11%,027xx,MA,< 1 year,0.0
10000.0,2016-06-14,debt_consolidation,,4.27%,900xx,CA,< 1 year,0.0
14000.0,2017-11-25,debt_consolidation,,11.66%,474xx,IN,< 1 year,0.0
2000.0,2015-09-12,credit_card,,37.52%,967xx,HI,< 1 year,0.0
5000.0,2017-06-23,Vacation,667.0,41.52%,795xx,TX,< 1 year,0.0
25000.0,2015-10-08,home_improvement,,11.11%,219xx,MD,< 1 year,0.0
1000.0,2016-07-26,debt_consolidation,,14.09%,750xx,TX,5 years,0.0
35000.0,2015-11-23,Debt consolidation,,15.79%,921xx,CA,10+ years,0.0
1500.0,2014-04-24,debt_consolidation,599.0,74.33%,920xx,CA,< 1 year,0.0
2000.0,2017-09-25,Business,,100%,344xx,FL,< 1 year,0.0
30000.0,2018-11-27,Debt consolidation,,12.79%,191xx,PA,< 1 year,0.0
3000.0,2014-05-29,medical,584.0,0%,740xx,OK,< 1 year,0.0
15000.0,2017-06-06,debt_consolidation,,49.8%,806xx,CO,< 1 year,0.0
30000.0,2018-01-29,Debt consolidation,,31.4%,631xx,MO,< 1 year,0.0
10000.0,2018-01-23,Debt consolidation,,29.57%,214xx,MD,< 1 year,0.0
4000.0,2018-11-01,Home improvement,,34.68%,977xx,OR,< 1 year,0.0
3500.0,2018-11-10,Other,,7.29%,371xx,TN,< 1 year,0.0
10000.0,2018-08-12,Debt consolidation,,17.5%,981xx,WA,< 1 year,0.0
10000.0,2015-10-25,debt_consolidation,,13.13%,136xx,NY,< 1 year,0.0
30000.0,2016-11-10,debt_consolidation,,37.43%,303xx,GA,< 1 year,0.0
8000.0,2015-08-17,other,665.0,79.69%,078xx,NJ,< 1 year,0.0
5000.0,2016-10-21,Debt consolidation,637.0,10.05%,328xx,FL,< 1 year,0.0
1000.0,2016-09-14,medical,,19.05%,672xx,KS,< 1 year,0.0
2000.0,2017-03-23,moving,,1.3%,645xx,MO,5 years,0.0
7500.0,2011-06-25,debt_consolidation,631.0,23.39%,440xx,OH,< 1 year,0.0
6000.0,2018-06-27,Debt consolidation,,10.47%,029xx,RI,< 1 year,0.0
4000.0,2014-01-18,car,619.0,4.01%,238xx,VA,< 1 year,0.0
2000.0,2017-12-13,Vacation,661.0,15.81%,655xx,MO,< 1 year,0.0
5000.0,2018-09-17,Home buying,,3.7%,300xx,GA,< 1 year,0.0
20000.0,2018-06-04,Debt consolidation,,41.48%,928xx,CA,< 1 year,0.0
5000.0,2018-07-26,Credit card refinancing,,42.82%,945xx,CA,< 1 year,0.0
10000.0,2018-07-22,Debt consolidation,,16.88%,224xx,VA,< 1 year,0.0
19000.0,2014-07-04,debt_consolidation,701.0,16.66%,775xx,TX,5 years,0.0
10000.0,2016-02-26,debt_consolidation,,32.78%,027xx,MA,< 1 year,0.0
10000.0,2017-09-06,car,,0%,023xx,MA,5 years,0.0
25000.0,2018-02-16,Debt consolidation,598.0,23.35%,296xx,SC,< 1 year,0.0
15000.0,2017-08-11,other,,20.95%,334xx,FL,< 1 year,0.0
6000.0,2016-06-30,moving,,1.17%,070xx,NJ,5 years,0.0
12000.0,2016-11-26,debt_consolidation,,50.68%,700xx,LA,,0.0
5000.0,2012-09-12,small_business,641.0,1.76%,793xx,TX,< 1 year,0.0
10000.0,2017-11-02,Other,644.0,10.21%,117xx,NY,< 1 year,0.0
1000.0,2016-12-18,Medical expenses,576.0,1.24%,770xx,TX,< 1 year,0.0
15000.0,2018-12-06,Major purchase,,8.25%,958xx,CA,< 1 year,0.0
4400.0,2015-06-17,Medical expenses,,0.56%,946xx,CA,7 years,0.0
10000.0,2017-06-15,Car financing,619.0,3.6%,953xx,CA,< 1 year,0.0
25000.0,2016-06-15,Business Loan,,-1%,430xx,OH,< 1 year,0.0
10000.0,2013-05-15,Lower my payments,660.0,17.41%,932xx,CA,< 1 year,0.0
1500.0,2015-06-22,other,,17.04%,712xx,LA,< 1 year,0.0
15000.0,2015-09-12,home_improvement,,21.49%,127xx,NY,,0.0
3500.0,2016-10-16,debt_consolidation,,18.92%,366xx,AL,< 1 year,0.0
3000.0,2018-04-14,Medical expenses,606.0,1.2%,485xx,MI,< 1 year,0.0
25000.0,2016-01-29,car,,0.22%,480xx,MI,< 1 year,0.0
10000.0,2017-01-31,Debt consolidation,620.0,145.2%,440xx,OH,< 1 year,0.0
2000.0,2018-11-09,Car financing,,79.71%,600xx,IL,< 1 year,0.0
15000.0,2017-04-22,Credit card refinancing,620.0,27.97%,113xx,NY,< 1 year,0.0
25000.0,2018-04-24,Credit card refinancing,,23.34%,258xx,WV,< 1 year,0.0
30000.0,2018-12-24,Credit card refinancing,,19.41%,863xx,AZ,< 1 year,0.0
2000.0,2016-08-18,major_purchase,,6.17%,993xx,WA,< 1 year,0.0
5000.0,2018-09-17,Other,,28.01%,800xx,CO,< 1 year,0.0
1500.0,2017-10-24,Debt consolidation,642.0,24.82%,430xx,OH,< 1 year,0.0
6500.0,2016-02-19,debt_consolidation,544.0,37.31%,242xx,VA,< 1 year,0.0
3000.0,2016-12-11,major_purchase,,16.94%,103xx,NY,< 1 year,0.0
5000.0,2018-04-01,Other,,0%,363xx,AL,< 1 year,0.0
5000.0,2016-04-14,debt_consolidation,519.0,10.91%,928xx,CA,< 1 year,0.0
6000.0,2017-06-04,Home improvement,707.0,2.28%,922xx,CA,< 1 year,0.0
3500.0,2018-06-12,Car financing,,43.55%,601xx,IL,< 1 year,0.0
10000.0,2017-11-29,Other,664.0,10.14%,160xx,PA,< 1 year,0.0
40000.0,2018-07-27,Other,,32.05%,330xx,FL,< 1 year,0.0
25000.0,2016-06-25,home_improvement,,8.81%,383xx,TN,< 1 year,0.0
10000.0,2015-01-28,debt_consolidation,712.0,13.98%,276xx,NC,5 years,0.0
